"INCP_2016","Income","AGE","Age","SEX_ABS","Sex","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Year","Value","Flag Codes","Flags"
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"01","Negative income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"01","Negative income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"02","Nil income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"02","Nil income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"01","Negative income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"01","Negative income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"02","Nil income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"02","Nil income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",3,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",3,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",4,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",3,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"01","Negative income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"01","Negative income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"02","Nil income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"02","Nil income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",3,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",3,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40107","Unley","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"01","Negative income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"01","Negative income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"02","Nil income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"02","Nil income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"01","Negative income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"01","Negative income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"02","Nil income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"02","Nil income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",3,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",3,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"15","$3,000 or more ($156,000 or more) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"01","Negative income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"01","Negative income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"02","Nil income ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"02","Nil income ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"03","$1-$149 ($1-$7,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"04","$150-$299 ($7,800-$15,599)","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"05","$300-$399 ($15,600-$20,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"06","$400-$499 ($20,800-$25,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"07","$500-$649 ($26,000-$33,799) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"08","$650-$799 ($33,800-$41,599) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"09","$800-$999 ($41,600-$51,999) ","A99","100 and over","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",0,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A99","100 and over","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",0,,
